Tno,From,To
15601,Silchar,New Delhi
12662,Sengottai,Chennai Egmore
12661,Chennai Egmore,Sengottai
13255,Patliputra,Chandigarh
22351,Patliputra,Yesvantpur Junction
12126,Pune Junction,Mumbai Cst
12125,Mumbai Cst,Pune Junction
18463,Bhubaneswar,Bangalore Cy Junction
18464,Bangalore Cy Junction,Bhubaneswar
12496,Kolkata,Bikaner Junction
11105,Kolkata,Jhansi Junction
11106,Jhansi Junction,Kolkata
12417,Allahabad Junction,New Delhi
12418,New Delhi,Allahabad Junction
18413,Paradip,Puri
22810,Vishakapatnam,Paradip
22814,Paradip,Santragachi Junction
11454,Nagpur,Ahmedabad Junction
11453,Ahmedabad Junction,Nagpur
14307,Prayag,Bareilly
22605,Purulia Junction,Villuparam Junction
12828,Purulia Junction,Howrah Junction
14038,Pathankot,Delhi
11005,Dadar,Puducherry
16856,Mangalore Cntl,Puducherry
16573,Yesvantpur Junction,Puducherry
16862,Kanyakumari,Puducherry
16858,Mangalore Cntl,Puducherry
12255,Yesvantpur Junction,Puducherry
56700,Madurai Junction,Punalur
1435,Pune Junction,Agra Cantt
11405,Pune Junction,Amravati
22881,Pune Junction,Bhubaneswar
12581,Pune Junction,Bhubaneswar
2881,Pune Junction,Bhubaneswar
11090,Pune Junction,Bhagat Ki Kothi
11092,Pune Junction,Bhuj
8296,Pune Junction,Bilaspur Junction
51451,Pune Junction,Mumbai Cst
11026,Pune Junction,Bhusaval Junction
12297,Ahmedabad Junction,Pune Junction
12264,H Nizamuddin,Pune Junction
22150,Pune Junction,Eranakulam Junction
6801,Tiruchchirapali,Pune Junction
12730,Nanded,Pune Junction
12114,Nagpur,Pune Junction
15030,Pune Junction,Gorakhpur Junction
5024,Pune Junction,Gorakhpur Junction
6028,Chennai Central,Pune Junction
11101,Pune Junction,Gwalior
22845,Pune Junction,Hatia
1011,Pune Junction,Habibganj
1651,Pune Junction,Habibganj
17013,Pune Junction,Hyderabad Decan
22943,Pune Junction,Indore Junction Bg
19311,Pune Junction,Indore Junction Bg
1109,Pune Junction,Indore Junction Bg
12170,Solapur Junction,Pune Junction
12939,Pune Junction,Jaipur
9760,Pune Junction,Jaipur
1655,Pune Junction,Jabalpur
2511,Pune Junction,Kamakhya
11407,Pune Junction,Lucknow Ne
1451,Pune Junction,Lucknow Ne
1477,Pune Junction,Lucknow Ne
51401,Pune Junction,Manmad Junction
12135,Pune Junction,Nagpur
1235,Pune Junction,Nagpur
12729,Pune Junction,Nanded
17613,Pune Junction,Nanded
7630,Pune Junction,Nanded
7621,Pune Junction,Nanded
1022,Pune Junction,Nagpur
1237,Pune Junction,Nagpur
51421,Pune Junction,Nizamabad
4417,Pune Junction,H Nizamuddin
1071,Pune Junction,H Nizamuddin
1077,Pune Junction,H Nizamuddin
12149,Pune Junction,Patna Junction
3254,Pune Junction,Patna Junction
2349,Patna Junction,Pune Junction
12026,Secunderabad Junction,Pune Junction
2410,Udhna Junction,Pune Junction
1219,Pune Junction,Santragachi Junction
51455,Pune Junction,Solapur Junction
1010,Pune Junction,Solapur Junction
6802,Pune Junction,Tiruchchirapali
2409,Pune Junction,Udhna Junction
11088,Pune Junction,Veraval
12138,Firozpur Cant,Mumbai Cst
12137,Mumbai Cst,Firozpur Cant
15047,Kolkata,Gorakhpur Junction
12843,Puri,Ahmedabad Junction
18405,Puri,Ahmedabad Junction
18421,Puri,Ajmer Junction
14710,Puri,Bikaner Junction
22859,Puri,Chennai Central
18419,Puri,Jaynagar
22890,Puri,Digha Flag Stn
22878,Puri,Digha Flag Stn
18425,Puri,Durg
22884,Yesvantpur Junction,Puri
8470,Bangalore Cy Junction,Puri
15639,Puri,Guwahati
12994,Puri,Gandhidham Bg
19454,Puri,Gandhidham Bg
12896,Puri,Howrah Junction
12838,Puri,Howrah Junction
12888,Puri,Howrah Junction
12882,Puri,Howrah Junction
18473,Puri,Jodhpur Junction
18416,Puri,Barabil
15643,Puri,Kamakhya
22866,Puri,Lokmanyatilak T
12146,Puri,Lokmanyatilak T
18401,Puri,Okha
18414,Puri,Paradip
18304,Puri,Sambalpur
3102,Puri,Sealdah
22836,Puri,Shalimar
18407,Puri,Sainagar Shirdi
2838,Puri,Santragachi Junction
8012,Puri,Santragachi Junction
8008,Puri,Santragachi Junction
8010,Puri,Santragachi Junction
8014,Puri,Santragachi Junction
8401,Puri,Santragachi Junction
8410,Puri,Santragachi Junction
22827,Puri,Surat
17479,Puri,Tirupati
22910,Puri,Valsad
22883,Puri,Yesvantpur Junction
12802,New Delhi,Puri
22606,Villuparam Junction,Purulia Junction
12801,Puri,New Delhi
15048,Gorakhpur Junction,Kolkata
12533,Lucknow Ne,Mumbai Cst
12534,Mumbai Cst,Lucknow Ne
1208,Pandharpur,Latur
7502,Pandharpur,Nanded
51434,Pandharpur,Nizamabad
1038,Pandharpur,Sainagar Shirdi
8570,Kollam Junction,Vishakapatnam
18568,Kollam Junction,Vishakapatnam
7214,Kollam Junction,Vijayawada Junction
7112,Kollam Junction,Secunderabad Junction
18210,Raipur Junction,Dalli Rajhara
8797,Raipur Junction,Korba
8795,Raipur Junction,Korba
13146,Radhikapur,Kolkata
13145,Kolkata,Radhikapur
72451,Kalka,Simla
72452,Simla,Kalka
12433,Chennai Central,H Nizamuddin
12431,Trivandrum Cntl,H Nizamuddin
22691,Bangalore Cy Junction,H Nizamuddin
12437,Secunderabad Junction,H Nizamuddin
22693,Bangalore Cy Junction,H Nizamuddin
12493,Bangalore Cy Junction,H Nizamuddin
12141,Mumbai Cst,Rjndr Ngr Bihar
13234,Danapur,Rajgir
13233,Rajgir,Danapur
16614,Coimbatore Junction,Rajkot Junction
17018,Secunderabad Junction,Rajkot Junction
22937,Rajkot Junction,Rewa
9571,Rajkot Junction,Rewa
9567,Vadodara Junction,Rajkot Junction
12463,Delhi S Rohilla,Bikaner Junction
18418,Bhubaneswar,Rourkela
18417,Rourkela,Bhubaneswar
16349,Trivandrum Cntl,Nilambur Road
11004,Sawantwadi Road,Dadar
11003,Dadar,Sawantwadi Road
22162,Damoh,Bhopal Junction
22101,Lokmanyatilak T,Manmad Junction
22454,Meerut City,Lucknow Ne
12568,Patna Junction,Saharsa Junction
22453,Lucknow Ne,Meerut City
22161,Bhopal Junction,Damoh
22102,Manmad Junction,Lokmanyatilak T
12567,Saharsa Junction,Patna Junction
16350,Nilambur Road,Trivandrum Cntl
16558,Bangalore Cy Junction,Mysore Junction
16557,Mysore Junction,Bangalore Cy Junction
57619,Repalle,Secunderabad Junction
6101,Chennai Egmore,Rameswaram
16701,Chennai Egmore,Rameswaram
16713,Chennai Egmore,Rameswaram
16734,Okha,Rameswaram
16618,Coimbatore Junction,Rameswaram
16101,Chennai Egmore,Rameswaram
19061,Bandra Terminus,Ramnagar
12347,Howrah Junction,Rampur Hat
12348,Rampur Hat,Howrah Junction
14707,Bikaner Junction,Bandra Terminus
14708,Bandra Terminus,Bikaner Junction
18610,Lokmanyatilak T,Ranchi
16589,Bangalore Cy Junction,C Shahumharaj T
16590,C Shahumharaj T,Bangalore Cy Junction
15014,Kathgodam,Jaisalmer
15013,Jaisalmer,Ramnagar
12465,Indore Junction Bg,Jodhpur Junction
12521,Barauni Junction,Eranakulam Junction
12511,Gorakhpur Junction,Trivandrum Cntl
12522,Eranakulam Junction,Barauni Junction
12512,Trivandrum Cntl,Gorakhpur Junction
19653,Ratlam Junction,Ajmer Junction
12718,Vijayawada Junction,Vishakapatnam
12717,Vishakapatnam,Vijayawada Junction
50103,Dadar,Ratnagiri
57271,Vijayawada Junction,Rayagada
17430,Tirupati,Hyderabad Decan
17429,Hyderabad Decan,Tirupati
22487,Radhikapur,Anand Vihar Trm
9741,Rewari,Delhi S Rohilla
52570,Darjeeling,Kurseong
12427,Rewa,Anand Vihar Trm
2184,Rewa,Bhopal Junction
58230,Rewa,Bilaspur Junction
51753,Rewa,Chirmiri
11704,Indore Junction Bg,Rewa
1266,Rewa,Habibganj
2192,Rewa,Habibganj
2186,Rewa,Habibganj
11703,Rewa,Indore Junction Bg
1703,Rewa,Indore Junction Bg
51702,Rewa,Jabalpur
1676,Rewa,Kota Junction
1670,Rewa,Kota Junction
11208,Rewa,Nagpur
9572,Rewa,Rajkot Junction
22938,Rewa,Rajkot Junction
12186,Rewa,Habibganj
12185,Habibganj,Rewa
6032,Rajgir,Chennai Central
57272,Rayagada,Vijayawada Junction
18302,Rayagada,Puri
13242,Rjndr Ngr Bihar,Banka
12142,Rjndr Ngr Bihar,Mumbai Cst
18623,Rjndr Ngr Bihar,Barka Kana
19322,Rjndr Ngr Bihar,Indore Junction Bg
18696,Rjndr Ngr Bihar,Islampur
13201,Rjndr Ngr Bihar,Lokmanyatilak T
13282,Rjndr Ngr Bihar,New Tinsukia Junction
3282,Rjndr Ngr Bihar,New Tinsukia Junction
12310,New Delhi,Rjndr Ngr Bihar
12309,Rjndr Ngr Bihar,New Delhi
22464,Bikaner Junction,Delhi S Rohilla
12464,Jodhpur Junction,Delhi S Rohilla
9568,Rajkot Junction,Vadodara Junction
19579,Rajkot Junction,Delhi S Rohilla
9579,Rajkot Junction,Delhi S Rohilla
19571,Rajkot Junction,Porbandar
17017,Rajkot Junction,Secunderabad Junction
8050,Rajkot Junction,Santragachi Junction
2850,Rajkot Junction,Santragachi Junction
14711,Rishikesh,Shri Ganganagar
22621,Rameswaram,Kanyakumari
16714,Rameswaram,Chennai Egmore
6020,Rameswaram,Chennai Central
6010,Rameswaram,Chennai Central
15119,Rameswaram,Manduadih
16733,Rameswaram,Okha
16780,Rameswaram,Tirupati
14259,Rameswaram,Varanasi Junction
15056,Ramnagar,Agra Fort
19062,Ramnagar,Bandra Terminus
9062,Ramnagar,Bandra Terminus
55322,Ramnagar,Varanasi Junction
15031,Ramnagar,Chandigarh
5055,Ramnagar,Chandigarh
25036,Ramnagar,Delhi
15034,Ramnagar,Haridwar Junction
5312,Ramnagar,Lucknow Ne
50104,Ratnagiri,Dadar
116,Ratnagiri,Lokmanyatilak T
118,Ratnagiri,Vasai Road
18605,Ranchi,Jaynagar
15661,Ranchi,Kamakhya
18603,Ranchi,Bhagalpur
18611,Ranchi,Varanasi Junction
18619,Ranchi,Dumka
18632,Ajmer Junction,Ranchi
12877,Ranchi,New Delhi
18631,Ranchi,Ajmer Junction
18628,Ranchi,Howrah Junction
22892,Ranchi,Howrah Junction
12365,Patna Junction,Ranchi
18609,Ranchi,Lokmanyatilak T
3446,Ranchi,Malda Town
12453,Ranchi,New Delhi
12439,Ranchi,New Delhi
18629,Ranchi,New Jalpaiguri
8629,Ranchi,New Jalpaiguri
8624,Ranchi,Patna Junction
15927,Rangiya Junction,Dibrugarh
5967,Rangiya Junction,Dibrugarh
16177,Chennai Egmore,Tiruchchirapali
16178,Tiruchchirapali,Chennai Egmore
14324,Rohtak Junction,New Delhi
18105,Rourkela,Bhubaneswar
18107,Rourkela,Koraput
18109,Rourkela,Jammu Tawi
13014,Rampur Hat,Barddhaman Junction
13188,Rampur Hat,Sealdah
12374,Rampur Hat,Sealdah
4742,Ratangarh Junction,Bikaner Junction
19327,Ratlam Junction,Udaipur City
8562,Renigunta Junction,Vishakapatnam
17622,Renigunta Junction,Aurangabad
7430,Renigunta Junction,Hyderabad Decan
12884,Purulia Junction,Santragachi Junction
12883,Santragachi Junction,Purulia Junction
3544,Raxual Junction,Asansol Junction
13044,Raxual Junction,Howrah Junction
3030,Raxual Junction,Howrah Junction
3044,Raxual Junction,Howrah Junction
12393,Rjndr Ngr Bihar,New Delhi
11064,Salem Junction,Chennai Egmore
17230,Hyderabad Decan,Trivandrum Cntl
17229,Trivandrum Cntl,Hyderabad Decan
19166,Darbhanga Junction,Ahmedabad Junction
19167,Ahmedabad Junction,Varanasi Junction
19168,Varanasi Junction,Ahmedabad Junction
19165,Ahmedabad Junction,Darbhanga Junction
12715,Nanded,Amritsar Junction
14017,Raxual Junction,Delhi
14018,Delhi,Raxual Junction
14015,Raxual Junction,Delhi
14007,Raxual Junction,Delhi
14008,Delhi,Raxual Junction
14016,Delhi,Raxual Junction
11024,C Shahumharaj T,Mumbai Cst
11023,Mumbai Cst,C Shahumharaj T
12132,Sainagar Shirdi,Dadar
11067,Lokmanyatilak T,Rae Bareli Junction
11068,Faizabad Junction,Lokmanyatilak T
21068,Rae Bareli Junction,Lokmanyatilak T
12152,Howrah Junction,Lokmanyatilak T
12151,Lokmanyatilak T,Howrah Junction
12217,Kochuveli,Chandigarh
12649,Yesvantpur Junction,H Nizamuddin
12651,Madurai Junction,H Nizamuddin
12629,Yesvantpur Junction,H Nizamuddin
12394,New Delhi,Rjndr Ngr Bihar
12808,H Nizamuddin,Vishakapatnam
12807,Vishakapatnam,H Nizamuddin
14164,Meerut City,Allahabad Junction
14163,Allahabad Junction,Dehradun
12296,Patna Junction,Bangalore Cy Junction
12295,Bangalore Cy Junction,Patna Junction
12337,Howrah Junction,Bolpur S Niktn
12338,Bolpur S Niktn,Howrah Junction
2852,Eranakulam Junction,Santragachi Junction
18010,Ajmer Junction,Santragachi Junction
12557,Muzaffarpur Junction,Anand Vihar Trm
12558,Anand Vihar Trm,Muzaffarpur Junction
16058,Tirupati,Chennai Central
16057,Chennai Central,Tirupati
12346,Guwahati,Howrah Junction
12345,Howrah Junction,Guwahati
15159,Chhapra,Durg
15230,Gondia Junction,Chhapra
15229,Chhapra,Durg
15160,Durg,Chhapra
12474,Jammu Tawi,Ahmedabad Junction
12473,Ahmedabad Junction,Jammu Tawi
14649,Jaynagar,Amritsar Junction
14650,Amritsar Junction,Jaynagar
12278,Puri,Howrah Junction
12277,Howrah Junction,Puri
12713,Vijayawada Junction,Secunderabad Junction
12714,Secunderabad Junction,Vijayawada Junction
10001,Balaghat Junction,Jabalpur
10002,Jabalpur,Balaghat Junction
15273,Raxual Junction,Delhi
15274,Delhi,Raxual Junction
19017,Bandra Terminus,Jamnagar
19018,Jamnagar,Bandra Terminus
19216,Porbandar,Mumbai Central
19215,Mumbai Central,Porbandar
19006,Okha,Mumbai Central
19005,Mumbai Central,Veraval
6513,Bangalore Cy Junction,Patna Junction
22625,Chennai Central,Bangalore Cy Junction
56912,Hubli Junction,Bangalore Cy Junction
56910,Hospet Junction,Bangalore Cy Junction
16531,Ajmer Junction,Bangalore Cy Junction
16534,Bangalore Cy Junction,Jodhpur Junction
6030,Bangalore Cy Junction,Chennai Central
16594,Bangalore Cy Junction,Nanded
16201,Bangalore Cy Junction,Shimoga Town
3235,Sahibganj Junction,Danapur
4513,Sabarmati Junction,Bhatinda Junction
18311,Sambalpur,Varanasi Junction
22804,Sambalpur,Howrah Junction
18303,Sambalpur,Puri
18301,Sambalpur,Rayagada
8301,Sambalpur,Yesvantpur Junction
7101,Secunderabad Junction,Kakinada Town
8892,Secunderabad Junction,Gondia Junction
7117,Secunderabad Junction,Nellore
22850,Secunderabad Junction,Shalimar
17320,Secunderabad Junction,Hubli Junction
7320,Secunderabad Junction,Hubli Junction
8573,Secunderabad Junction,Vishakapatnam
12784,Secunderabad Junction,Vishakapatnam
2728,Secunderabad Junction,Vishakapatnam
2740,Secunderabad Junction,Vishakapatnam
7148,Secunderabad Junction,Vishakapatnam
8512,Secunderabad Junction,Vishakapatnam
7104,Secunderabad Junction,Vishakapatnam
17037,Secunderabad Junction,Bikaner Junction
7210,Secunderabad Junction,Vijayawada Junction
7208,Secunderabad Junction,Vijayawada Junction
2776,Secunderabad Junction,Kakinada Town
2738,Secunderabad Junction,Kakinada Town
7202,Secunderabad Junction,Kakinada Town
2701,Secunderabad Junction,Mumbai Cst
17007,Secunderabad Junction,Darbhanga Junction
12219,Lokmanyatilak T,Secunderabad Junction
22203,Vishakapatnam,Secunderabad Junction
12736,Yesvantpur Junction,Secunderabad Junction
2709,Gudur Junction,Secunderabad Junction
12513,Secunderabad Junction,Guwahati
7249,Secunderabad Junction,Guwahati
7149,Secunderabad Junction,Guwahati
12706,Secunderabad Junction,Guntur Junction
12795,Vijayawada Junction,Secunderabad Junction
19714,Secunderabad Junction,Jaipur
9735,Secunderabad Junction,Jaipur
2220,Secunderabad Junction,Lokmanyatilak T
7002,Secunderabad Junction,Manmad Junction
7050,Secunderabad Junction,Machelipatnam
17026,Secunderabad Junction,Manuguru
12752,Secunderabad Junction,Manuguru
12771,Secunderabad Junction,Nagpur
7121,Secunderabad Junction,Nellore
7119,Secunderabad Junction,Nagarsol
19201,Secunderabad Junction,Porbandar
9222,Secunderabad Junction,Porbandar
12791,Secunderabad Junction,Patna Junction
3242,Secunderabad Junction,Patna Junction
3241,Patna Junction,Secunderabad Junction
12774,Secunderabad Junction,Shalimar
17002,Secunderabad Junction,Sainagar Shirdi
2732,Secunderabad Junction,Tirupati
12732,Secunderabad Junction,Tirupati
2742,Secunderabad Junction,Vishakapatnam
8504,Secunderabad Junction,Vishakapatnam
8502,Secunderabad Junction,Vishakapatnam
8506,Secunderabad Junction,Vishakapatnam
55616,Silchar,Guwahati
13119,Sealdah,Delhi
3179,Sealdah,Ajmer Junction
12987,Sealdah,Ajmer Junction
3189,Sealdah,Anand Vihar Trm
3173,Sealdah,Barhni
13133,Sealdah,Varanasi Junction
13105,Sealdah,Ballia
2265,Sealdah,Delhi
12260,New Delhi,Sealdah
9310,Sealdah,Indore Junction Bg
4822,Sealdah,Jodhpur Junction
53175,Sealdah,Lalgola
53131,Sealdah,Muzaffarpur Junction
3139,Sealdah,New Jalpaiguri
2260,New Delhi,Sealdah
3101,Sealdah,Puri
12313,Sealdah,New Delhi
13187,Sealdah,Rampur Hat
12373,Sealdah,Rampur Hat
2266,Delhi,Sealdah
58701,Shahdol,Ambikapur
13152,Jammu Tawi,Kolkata
12314,New Delhi,Sealdah
9221,Porbandar,Secunderabad Junction
17319,Hubli Junction,Secunderabad Junction
12488,Anand Vihar Trm,Radhikapur
12487,Jogbani,Anand Vihar Trm
6193,Manamadurai Junction,Sengottai
6803,Chennai Egmore,Sengottai
17209,Bangalore Cy Junction,Kakinada Town
12769,Tirupati,Secunderabad Junction
12770,Secunderabad Junction,Tirupati
12140,Nagpur,Mumbai Cst
12139,Mumbai Cst,Balharshah
4731,Shri Ganganagar,Bikaner Junction
4752,Shri Ganganagar,Hanumangarh Junction
14525,Ambala Cant Junction,Shri Ganganagar
14713,Shri Ganganagar,Jammu Tawi
4733,Shri Ganganagar,Jammu Tawi
12486,Shri Ganganagar,Nanded
4721,Shri Ganganagar,Nanded
14712,Shri Ganganagar,Rishikesh
11651,Jabalpur,Singrauli
13345,Varanasi Junction,Shakti Nagar
23347,Singrauli,Patna Junction
14674,Amritsar Junction,Jaynagar
14673,Jaynagar,Amritsar Junction
1447,Jabalpur,Howrah Junction
11448,Howrah Junction,Jabalpur
11447,Jabalpur,Howrah Junction
22641,Trivandrum Cntl,Shalimar
14645,Delhi,Jammu Tawi
14646,Jammu Tawi,Delhi
12497,New Delhi,Amritsar Junction
12498,Amritsar Junction,New Delhi
11035,Dadar,Mysore Junction
11036,Mysore Junction,Dadar
12243,Chennai Central,Coimbatore Junction
12025,Pune Junction,Secunderabad Junction
12008,Mysore Junction,Chennai Central
12028,Bangalore Cy Junction,Chennai Central
12027,Chennai Central,Bangalore Cy Junction
12010,Ahmedabad Junction,Mumbai Central
12009,Mumbai Central,Ahmedabad Junction
12244,Coimbatore Junction,Chennai Central
12007,Chennai Central,Mysore Junction
12019,Howrah Junction,Ranchi
12041,Howrah Junction,New Jalpaiguri
12020,Ranchi,Howrah Junction
23225,Saharsa Junction,Danapur
2204,Amritsar Junction,Saharsa Junction
12204,Amritsar Junction,Saharsa Junction
17210,Kakinada Town,Bangalore Cy Junction
16579,Yesvantpur Junction,Shimoga Town
22912,Howrah Junction,Indore Junction Bg
22911,Indore Junction Bg,Howrah Junction
19305,Indore Junction Bg,Howrah Junction
22601,Chennai Central,Sainagar Shirdi
51033,Mumbai Cst,Sainagar Shirdi
12560,New Delhi,Manduadih
12559,Manduadih,New Delhi
52451,Kalka,Simla
22830,Shalimar,Bhuj
15021,Shalimar,Gorakhpur Junction
8898,Shalimar,Gondia Junction
18030,Shalimar,Lokmanyatilak T
22825,Shalimar,Chennai Central
22213,Shalimar,Patna Junction
22835,Shalimar,Puri
12773,Shalimar,Secunderabad Junction
22849,Shalimar,Secunderabad Junction
22642,Shalimar,Trivandrum Cntl
19659,Shalimar,Udaipur City
22853,Shalimar,Vishakapatnam
6021,Chennai Central,Shoranur Junction
12452,New Delhi,Kanpur Central
12451,Kanpur Central,New Delhi
19051,Valsad,Muzaffarpur Junction
12391,Rajgir,New Delhi
12392,New Delhi,Rajgir
22462,Shmata V D Ktra,New Delhi
22461,New Delhi,Shmata V D Ktra
15818,Silghat Town,Dhubri
12115,Mumbai Cst,Solapur Junction
12116,Solapur Junction,Mumbai Cst
14811,Sikar Junction,Delhi S Rohilla
16182,Manamadurai Junction,Chennai Egmore
16181,Chennai Egmore,Manamadurai Junction
17239,Guntur Junction,Vishakapatnam
17240,Vishakapatnam,Guntur Junction
12710,Secunderabad Junction,Gudur Junction
12709,Gudur Junction,Secunderabad Junction
18008,Baripada,Shalimar
74640,Srinagar,Banihal
11010,Pune Junction,Mumbai Cst
11009,Mumbai Cst,Pune Junction
54076,Delhi,Sitapur City
23346,Shakti Nagar,Varanasi Junction
7111,Sirpur Kagazngr,Kollam Junction
12144,Sultanpur,Lokmanyatilak T
19404,Sultanpur,Ahmedabad Junction
19604,Sultanpur,Ajmer Junction
14013,Sultanpur,Delhi
16202,Shimoga Town,Bangalore Cy Junction
3328,Sitamarhi,Dhanbad Junction
13166,Sitamarhi,Kolkata
15724,Sitamarhi,New Jalpaiguri
52454,Simla,Kalka
52458,Simla,Kalka
11463,Somnath,Jabalpur
11465,Somnath,Jabalpur
19251,Somnath,Okha
17207,Sainagar Shirdi,Vijayawada Junction
17205,Sainagar Shirdi,Kakinada Town
22602,Sainagar Shirdi,Chennai Central
22893,Sainagar Shirdi,Howrah Junction
22455,Sainagar Shirdi,Kalka
16218,Sainagar Shirdi,Mysore Junction
4011,Sainagar Shirdi,New Delhi
4406,New Delhi,Sainagar Shirdi
18408,Sainagar Shirdi,Puri
2745,Sainagar Shirdi,Puri
1037,Sainagar Shirdi,Pandharpur
17001,Sainagar Shirdi,Secunderabad Junction
6805,Sainagar Shirdi,Tiruchchirapali
18504,Sainagar Shirdi,Vishakapatnam
22802,Sainagar Shirdi,Vishakapatnam
2802,Sainagar Shirdi,Vishakapatnam
8568,Sainagar Shirdi,Vishakapatnam
11306,Solapur Junction,Mumbai Cst
22134,Yesvantpur Junction,Solapur Junction
6553,Sai P Nilayam,Solapur Junction
11424,Hubli Junction,Solapur Junction
19222,Veraval,Ahmedabad Junction
9252,Dwarka,Somnath
19221,Ahmedabad Junction,Veraval
13288,Danapur,Durg
13287,Durg,Danapur
54075,Sitapur City,Delhi
22807,Santragachi Junction,Chennai Central
22813,Santragachi Junction,Paradip
8409,Santragachi Junction,Puri
2773,Santragachi Junction,Secunderabad Junction
2865,Santragachi Junction,Yesvantpur Junction
18009,Santragachi Junction,Ajmer Junction
22857,Santragachi Junction,Anand Vihar Trm
1070,Santragachi Junction,Mumbai Cst
2853,Santragachi Junction,Eranakulam Junction
1074,Santragachi Junction,Lokmanyatilak T
1222,Santragachi Junction,Lokmanyatilak T
2807,Santragachi Junction,Chennai Central
8053,Santragachi Junction,Meerut City
2704,Secunderabad Junction,Santragachi Junction
8402,Santragachi Junction,Puri
2837,Santragachi Junction,Puri
8007,Santragachi Junction,Puri
8474,Santragachi Junction,Puri
8013,Santragachi Junction,Puri
8011,Santragachi Junction,Puri
8009,Santragachi Junction,Puri
2849,Santragachi Junction,Rajkot Junction
2703,Santragachi Junction,Secunderabad Junction
22855,Santragachi Junction,Tirupati
22852,Mangalore Cntl,Santragachi Junction
4917,Saharanpur,Beas
18410,Puri,Howrah Junction
18409,Howrah Junction,Puri
6064,Shoranur Junction,Chennai Central
22410,Anand Vihar Trm,Gaya Junction
12691,Chennai Central,Sai P Nilayam
9610,Surat,Ajmer Junction
9015,Surat,Allahabad Junction
59025,Surat,Amravati
19047,Surat,Bhagalpur
9051,Surat,Chhapra
13426,Surat,Malda Town
19053,Surat,Muzaffarpur Junction
7610,Surat,Nanded
9055,Surat,Patna Junction
9052,Chhapra,Surat
12814,Tatanagar Junction,Howrah Junction
12813,Howrah Junction,Tatanagar Junction
13301,Dhanbad Junction,Tatanagar Junction
13302,Tatanagar Junction,Dhanbad Junction
22419,Ghazipur City,Anand Vihar Trm
22420,Anand Vihar Trm,Ghazipur City
14706,Sujangarh,Delhi S Rohilla
14014,Delhi,Sultanpur
19403,Ahmedabad Junction,Sultanpur
22208,Trivandrum Cntl,Chennai Central
22207,Chennai Central,Trivandrum Cntl
56903,Solapur Junction,Dharwar
11423,Solapur Junction,Hubli Junction
12169,Pune Junction,Solapur Junction
9716,Solapur Junction,Jaipur
9714,Solapur Junction,Jaipur
11051,Solapur Junction,C Shahumharaj T
1408,Solapur Junction,C Shahumharaj T
1302,Solapur Junction,Latur
51450,Solapur Junction,Pune Junction
1009,Solapur Junction,Pune Junction
1333,Solapur Junction,Yesvantpur Junction
6552,Solapur Junction,Yesvantpur Junction
22133,Solapur Junction,Yesvantpur Junction
12936,Surat,Bandra Terminus
19026,Mahuva Junction,Surat
12946,Mahuva Junction,Surat
59026,Amravati,Surat
29060,Hapa,Surat
19060,Jamnagar,Surat
59014,Bhusaval Junction,Surat
59078,Bhusaval Junction,Surat
22828,Surat,Puri
13054,Siuri,Howrah Junction
12479,Jodhpur Junction,Bandra Terminus
12480,Bandra Terminus,Jodhpur Junction
22356,Mumbai Cst,Patna Junction
22355,Patna Junction,Mumbai Cst
19416,Shmata V D Ktra,Ahmedabad Junction
9422,Shmata V D Ktra,Ahmedabad Junction
9022,Shmata V D Ktra,Bandra Terminus
14504,Shmata V D Ktra,Kalka
15656,Shmata V D Ktra,Kamakhya
5656,Shmata V D Ktra,Kamakhya
4976,Shmata V D Ktra,Muzaffarpur Junction
2679,Yesvantpur Junction,Shmata V D Ktra
4401,New Delhi,Shmata V D Ktra
22679,Yesvantpur Junction,Shmata V D Ktra
2680,Shmata V D Ktra,Yesvantpur Junction
22680,Shmata V D Ktra,Yesvantpur Junction
12472,Jammu Tawi,Bandra Terminus
12471,Bandra Terminus,Jammu Tawi
12957,Ahmedabad Junction,New Delhi
12782,H Nizamuddin,Mysore Junction
12781,Mysore Junction,H Nizamuddin
12644,H Nizamuddin,Trivandrum Cntl
12029,New Delhi,Amritsar Junction
12030,Amritsar Junction,New Delhi
12803,Vishakapatnam,H Nizamuddin
12561,Darbhanga Junction,New Delhi
12562,New Delhi,Darbhanga Junction
1004,Sawantwadi Road,Dadar
50106,Sawantwadi Road,Diva
1202,Sawantwadi Road,Lokmanyatilak T
12652,H Nizamuddin,Madurai Junction
12279,Jhansi Junction,H Nizamuddin
12280,H Nizamuddin,Jhansi Junction
16206,Mysore Junction,Talguppa
16227,Bangalore Cy Junction,Talguppa
7301,Mysore Junction,Talguppa
12621,Chennai Central,New Delhi
12622,New Delhi,Chennai Central
12858,Digha Flag Stn,Howrah Junction
12857,Howrah Junction,Digha Flag Stn
18451,Hatia,Puri
18452,Puri,Rayagada
17618,Nanded,Mumbai Cst
17617,Mumbai Cst,Nanded
19045,Surat,Chhapra
19046,Chhapra,Surat
18183,Tatanagar Junction,Danapur
18189,Tatanagar Junction,Alleppey
13511,Tatanagar Junction,Asansol Junction
58113,Tatanagar Junction,Bilaspur Junction
18181,Tatanagar Junction,Katihar Junction
8181,Tatanagar Junction,Chhapra
58111,Tatanagar Junction,Itwari
18101,Tatanagar Junction,Jammu Tawi
18515,Tatanagar Junction,Vishakapatnam
8515,Tatanagar Junction,Vishakapatnam
